key,rank
vit_10s0003g04240,1039
vit_00s0370g00040,1040
vit_10s0116g00180,1041
vit_08s0007g06300,1042
vit_05s0049g01820,1043
vit_19s0014g04500,1044
vit_02s0012g01090,1045
vit_06s0004g07730,1046
vit_00s0625g00040,1047
vit_18s0001g02260,1048
vit_06s0004g04940,1049
vit_15s0048g02200,1050
vit_03s0063g02540,1051
vit_13s0067g03510,1052
vit_09s0054g00010,1053
vit_00s0299g00100,1054
vit_18s0001g00300,1055
vit_01s0011g06190,1056
vit_00s0187g00130<br>vit_00s2188g00010,1057.5
vit_01s0137g00610,1057.5
vit_09s0002g06400,1059
vit_03s0063g02510,1060
vit_19s0140g00180<br>vit_19s0140g00160,1061
vit_06s0009g00680,1062.5
vit_01s0150g00260,1062.5
vit_13s0067g00960,1064
vit_06s0004g06400,1065
vit_08s0105g00600,1067
vit_14s0006g02770,1067
vit_14s0171g00400,1067
vit_07s0031g01530,1069
vit_08s0007g04380,1070
vit_14s0108g00380,1071
vit_17s0000g09800,1072.5
vit_03s0038g04580,1072.5
vit_15s0048g00280,1074
vit_08s0040g00470,1075.5
vit_09s0018g01890,1075.5
vit_00s0216g00060,1077
vit_07s0005g01360,1078
vit_02s0025g02790,1079.5
vit_11s0103g00370,1079.5
vit_01s0011g01510,1081
vit_03s0038g01930,1082
vit_00s0301g00080,1083
vit_18s0001g12840,1084
vit_09s0002g01150,1085.5
vit_19s0015g00270,1085.5
vit_19s0014g03600,1088
vit_08s0007g03940,1088
vit_09s0002g06780,1088
vit_08s0040g02210,1090
vit_03s0038g02110,1091
vit_05s0020g03060,1092.5
vit_01s0026g00050,1092.5
vit_12s0028g03900,1094.5
vit_00s0199g00040,1094.5
vit_19s0135g00180,1096
vit_13s0019g04020,1097
vit_09s0002g00080,1098
vit_12s0035g02190,1099
vit_08s0007g01480,1101
vit_18s0001g13810,1101
vit_12s0028g00920,1101
vit_07s0031g02800,1103.5
vit_11s0016g04720,1103.5
vit_08s0007g01370,1105
vit_07s0129g00540,1107.5
vit_16s0039g01220,1107.5
vit_18s0001g14120,1107.5
vit_15s0021g00140,1107.5
vit_12s0059g02510,1110
vit_17s0000g07680,1111
vit_18s0001g09930,1117.5
vit_07s0031g02290,1117.5
vit_09s0070g00170,1117.5
vit_07s0005g03930,1117.5
vit_04s0008g06500,1117.5
vit_13s0158g00440,1117.5
vit_17s0000g01720,1117.5
vit_04s0023g00600,1117.5
vit_04s0023g03450,1117.5
vit_14s0066g00200,1117.5
vit_07s0031g00480,1117.5
vit_09s0054g01030,1117.5
