key,rank
vit_15s0046g02280,869
vit_01s0011g04250,870
vit_18s0001g09050,871
vit_19s0015g01920,872
vit_00s0291g00070,873
vit_13s0067g03060,874
vit_06s0004g08220,875
vit_00s1331g00010,876
vit_15s0046g01010,877
vit_10s0071g00560,878
vit_03s0038g04190,879
vit_00s0415g00030,880
vit_14s0108g00480,881
vit_09s0018g00620,882
vit_04s0008g06130,883
vit_16s0022g00860,884
vit_19s0085g01110,885
vit_05s0020g01900,886
vit_14s0060g00790,887
vit_16s0098g01250,888
vit_10s0071g01200,889
vit_07s0005g00380,890
vit_14s0030g01240,891
vit_19s0085g00990,892
vit_19s0027g01060,893
vit_18s0041g00250,894
vit_19s0014g02920,895
vit_14s0083g00490,896
vit_15s0021g02060,897
vit_15s0046g01590,898
vit_12s0028g01420,899
vit_17s0000g00390,900
vit_04s0023g02160,901
vit_19s0014g02690,902
vit_14s0068g02330,903
vit_10s0092g00200,904
vit_11s0103g00570,905
vit_03s0038g01630,906
vit_16s0100g00350,907
vit_10s0003g02110,908
vit_12s0035g00760,909
vit_16s0039g02190,910
vit_13s0019g04010,911
vit_00s1343g00010,912
vit_08s0040g01110<br>vit_08s0040g01060,913
vit_16s0039g00180,914
vit_18s0001g14060,915
vit_04s0008g01200,916
vit_07s0005g06060,917
vit_02s0012g01100,918
vit_05s0077g00380,919
vit_19s0090g01020,920
vit_00s0189g00050,921
vit_17s0000g06290,922
vit_12s0034g00620,923
vit_04s0008g02550,924
vit_08s0007g04220,925
vit_00s0333g00040,926
vit_12s0034g02510,927
vit_16s0050g00790,928
vit_09s0002g02700,929
vit_03s0038g02220,930
vit_17s0000g05260,931
vit_12s0034g02400,932
vit_05s0049g00960,933
vit_04s0023g01000,934
vit_15s0048g00240,935
vit_10s0003g01050,936
vit_11s0016g02980,937
vit_03s0038g04160,938
vit_00s0199g00010,939
vit_11s0016g04210,940
vit_15s0048g02520,941
vit_04s0008g03210,942
vit_14s0060g00170,943
vit_12s0178g00090,944
vit_16s0098g00200,945
vit_17s0000g09970,946
vit_09s0018g00630<br>vit_09s0054g01550,947
vit_02s0087g00580,948
vit_12s0035g00380,949
vit_18s0001g04030,950
vit_12s0059g01480,951
vit_01s0026g01030,952
vit_00s0218g00090,953
vit_01s0011g05740,954
vit_05s0020g03750,955
vit_06s0009g01460,956
vit_19s0027g01620,957
vit_04s0023g01010,958
vit_09s0002g05810,959
vit_01s0026g01860,960
vit_12s0142g00160,961
vit_18s0001g02290,962
vit_05s0102g01090,963
vit_06s0004g05760,964
vit_03s0038g00660,965
vit_14s0066g00590,966
vit_06s0004g03280,967
vit_19s0090g01310,968
vit_17s0000g01060,969
vit_01s0010g00240,970
vit_19s0014g03720,971
vit_18s0089g00690,972
vit_14s0066g00920,973
vit_07s0005g03040,974
vit_02s0025g04880,975
vit_18s0041g00090,976
vit_03s0038g02430,977
vit_05s0077g00660,978
vit_19s0027g00230,979
vit_16s0013g00860,980
vit_18s0001g07810,981
vit_04s0008g05810,982
vit_15s0046g00340,983
vit_08s0040g01150,984
vit_19s0015g01390,985
vit_13s0019g01050,986
vit_08s0058g00200,987
vit_14s0171g00410,988
vit_10s0003g01500,989
vit_07s0151g01080,990
vit_00s0353g00050,991
vit_18s0001g11570,992
vit_00s0652g00010,993
vit_02s0025g04350,994
vit_00s0510g00020,995
vit_19s0015g00980,996
vit_06s0061g01350,997
vit_07s0104g00660,998
vit_14s0083g00340,999
vit_07s0104g00350,1000
vit_19s0014g03070,1001
vit_06s0004g05820,1002
vit_18s0001g14510,1003
vit_06s0004g03000,1004
vit_12s0059g01260,1005
vit_19s0093g00450,1006
vit_12s0028g00270,1007
vit_00s2750g00010,1008
vit_08s0007g03910,1009
vit_08s0007g01700,1010
vit_11s0016g01240,1011
vit_16s0050g00730,1012
vit_08s0040g01470,1013
vit_16s0100g00740,1014
vit_06s0004g02830,1015
vit_16s0050g02210,1016
vit_17s0053g00930,1017
vit_13s0073g00700,1018
vit_12s0059g01460,1019
vit_14s0066g02210,1020
vit_12s0059g00780,1021
vit_14s0108g00130,1022
vit_14s0128g00290,1023
vit_00s0220g00070,1024
vit_02s0025g01410,1025
vit_18s0076g00290,1026
vit_08s0007g08590,1027
vit_08s0007g08280,1028
vit_10s0003g05380,1029
vit_00s0313g00060,1030
vit_00s0533g00040,1031
vit_18s0001g05640,1032
vit_17s0000g03360,1033
vit_09s0002g03490,1034
vit_11s0016g02100,1035
vit_10s0003g03170,1036
vit_11s0016g02480,1037
vit_14s0219g00260,1038
